,COD_COM,COMUNE,POP,provincia_dom,tot_dose1,tot_dose2,%1Dose,%2Dose
896,017128,Ossimo,1534,BRESCIA,367.0,172.0,23.92438070404172,11.21251629726206
897,017129,Padenghe sul Garda,4661,BRESCIA,1044.0,303.0,22.39862690409783,6.5007509118214974
898,017130,Paderno Franciacorta,3645,,,,,
899,020013,Castelbelforte,3168,MANTOVA,548.0,200.0,17.2979797979798,6.313131313131313
900,013249,Gravedona ed Uniti,4123,,,,,
901,017206,Piancogno,4684,BRESCIA,1115.0,531.0,23.804440649017934,11.336464560204954
902,018003,Albonese,526,PAVIA,150.0,92.0,28.517110266159698,17.490494296577946
903,020072,Borgo Mantovano,5481,MANTOVA,1326.0,518.0,24.192665571975915,9.450830140485312
904,019089,San Daniele Po,1319,CREMONA,441.0,158.0,33.434420015163,11.978771796815769
905,018090,Mezzana Bigli,1048,PAVIA,234.0,102.0,22.328244274809162,9.732824427480915
906,012140,Vizzola Ticino,566,,,,,
907,012141,Sangiano,1480,,,,,
908,014078,Villa di Tirano,2961,SONDRIO,607.0,364.0,20.49983113812901,12.293144208037825
909,015002,Abbiategrasso,32568,,,,,
910,015005,Albairate,4709,MILANO,1090.0,492.0,23.14716500318539,10.4480781482268
911,018111,Pietra de' Giorgi,800,PAVIA,177.0,57.0,22.125,7.125
912,015118,Legnano,59308,MILANO,14312.0,5921.0,24.13165171646321,9.983476090915222
913,017061,Concesio,15570,BRESCIA,4319.0,1667.0,27.739242132305716,10.706486833654465
914,012108,Olgiate Olona,12542,VARESE,2737.0,1109.0,21.822675809280817,8.842289905916122
915,014050,Piuro,1915,SONDRIO,459.0,127.0,23.968668407310705,6.631853785900783
916,014061,Sondrio,21477,SONDRIO,6186.0,2773.0,28.802905433719793,12.911486706709503
917,014062,Spriana,81,,,,,
918,014019,Chiesa in Valmalenco,2419,,,,,
919,108030,Meda,23034,MONZA E DELLA BRIANZA,5622.0,1739.0,24.40739775983329,7.549709125640358
920,108031,Mezzago,4430,MONZA E DELLA BRIANZA,805.0,346.0,18.17155756207675,7.81038374717833
921,108032,Misinto,5578,,,,,
922,016034,Bottanuco,5061,,,,,
923,016035,Bracca,706,BERGAMO,158.0,43.0,22.379603399433428,6.090651558073654
924,016036,Branzi,699,,,,,
925,015072,Cerro Maggiore,15192,MILANO,3360.0,1375.0,22.11690363349131,9.050816219062664
926,015173,Pieve Emanuele,15608,,,,,
927,015175,Pioltello,36437,MILANO,6732.0,2012.0,18.475725224359856,5.521859648159838
928,016003,Albano Sant'Alessandro,8315,BERGAMO,1872.0,594.0,22.513529765484066,7.14371617558629
929,016050,Capizzone,1202,BERGAMO,385.0,105.0,32.02995008319468,8.735440931780365
930,016051,Capriate San Gervasio,8118,BERGAMO,2041.0,793.0,25.141660507514167,9.768415865976841
931,015093,Corsico,33669,MILANO,8337.0,3399.0,24.761650182660606,10.095339926935758
932,015096,Cuggiono,8188,,,,,
933,015188,Rosate,5764,,,,,
934,016068,Cenate Sopra,2550,,,,,
935,016069,Cenate Sotto,3869,,,,,
936,016070,Cene,4179,BERGAMO,1033.0,328.0,24.7188322565207,7.848767647762623
937,019090,San Giovanni in Croce,1897,CREMONA,539.0,279.0,28.41328413284133,14.7074327886136
938,019091,San Martino del Lago,405,CREMONA,134.0,59.0,33.08641975308642,14.567901234567902
939,018189,Zerbolò,1715,PAVIA,331.0,118.0,19.300291545189506,6.880466472303207
940,019001,Acquanegra Cremonese,1153,CREMONA,343.0,152.0,29.748482220294882,13.183000867302688
941,018159,Torre d'Isola,2397,PAVIA,816.0,336.0,34.04255319148936,14.017521902377972
942,018160,Torrevecchia Pia,3512,PAVIA,632.0,255.0,17.995444191343964,7.260820045558087
943,018161,Torricella Verzate,820,PAVIA,217.0,102.0,26.463414634146343,12.439024390243903
944,018125,Rocca de' Giorgi,81,,,,,
945,018126,Rocca Susella,209,,,,,
946,018127,Rognano,621,PAVIA,102.0,22.0,16.42512077294686,3.5426731078904994
947,019092,Scandolara Ravara,1323,CREMONA,427.0,204.0,32.27513227513227,15.419501133786849
948,019093,Scandolara Ripa d'Oglio,537,,,,,
949,018102,Mortara,15266,PAVIA,3473.0,1329.0,22.74990174243417,8.705620332765623
950,017136,Passirano,6974,BRESCIA,1887.0,704.0,27.057642672784628,10.094637223974763
951,017137,Pavone del Mella,2730,BRESCIA,597.0,230.0,21.86813186813187,8.424908424908425
952,020062,Serravalle a Po,1454,MANTOVA,378.0,163.0,25.997248968363134,11.210453920220083
953,020063,Solferino,2683,MANTOVA,622.0,255.0,23.183004099888183,9.504286246738726
954,020064,Sustinente,2038,MANTOVA,506.0,163.0,24.828263002944063,7.998037291462218
955,020022,Dosolo,3353,MANTOVA,751.0,297.0,22.397852669251417,8.857739337906352
956,020024,Gazoldo degli Ippoliti,2981,MANTOVA,561.0,173.0,18.819188191881917,5.8034216705803425
957,020025,Gazzuolo,2183,MANTOVA,540.0,263.0,24.73660100778745,12.047640861200183
958,018098,Montesegale,271,PAVIA,62.0,34.0,22.878228782287824,12.546125461254613
959,020033,Marmirolo,7688,,,,,
960,020034,Medole,4109,MANTOVA,742.0,235.0,18.05792163543441,5.719153078607934
961,020043,Pomponesco,1688,MANTOVA,378.0,187.0,22.393364928909953,11.078199052132701
962,020044,Ponti sul Mincio,2316,MANTOVA,408.0,128.0,17.616580310880828,5.526770293609672
963,018185,Zeccone,1684,,,,,
964,020045,Porto Mantovano,16437,,,,,
965,020046,Quingentole,1107,MANTOVA,257.0,81.0,23.21589882565492,7.317073170731708
966,017021,Borgosatollo,9164,BRESCIA,2253.0,831.0,24.58533391532082,9.068092536010475
967,016237,Vigolo,580,,,,,
968,016191,Santa Brigida,540,BERGAMO,160.0,41.0,29.62962962962963,7.592592592592593
969,015062,Castano Primo,11116,MILANO,2318.0,939.0,20.852824757106873,8.447283195394027
970,015070,Cernusco sul Naviglio,34828,MILANO,8613.0,3352.0,24.730102216607328,9.624440105662112
971,016114,Gorlago,5158,,,,,
972,016115,Gorle,6547,,,,,
973,016116,Gorno,1515,,,,,
974,016194,Scanzorosciate,9868,BERGAMO,2810.0,1034.0,28.47588163761654,10.4783137413863
975,016103,Foppolo,187,,,,,
976,016104,Foresto Sparso,3073,BERGAMO,728.0,160.0,23.690205011389523,5.206638464041653
977,017010,Bagolino,3818,,,,,
978,016218,Trescore Balneario,9647,BERGAMO,2431.0,768.0,25.199543899657925,7.961024152586297
979,016139,Montello,3267,,,,,
980,016140,Morengo,2500,BERGAMO,622.0,165.0,24.88,6.6
981,016141,Mornico al Serio,2911,BERGAMO,696.0,169.0,23.90930951563037,5.8055650979045
982,016161,Peia,1787,BERGAMO,361.0,107.0,20.201454952434247,5.987688864017907
983,016162,Pianico,1446,,,,,
984,016163,Piario,1066,,,,,
985,016164,Piazza Brembana,1202,,,,,
986,017024,Bovegno,2093,,,,,
987,016219,Treviglio,30445,BERGAMO,8725.0,2886.0,28.658236163573658,9.47938906224339
988,016124,Leffe,4417,BERGAMO,1316.0,469.0,29.793977812995244,10.618066561014263
989,016125,Lenna,579,BERGAMO,183.0,71.0,31.60621761658031,12.26252158894646
990,016184,Roncobello,423,,,,,
991,016185,Roncola,794,BERGAMO,203.0,49.0,25.56675062972292,6.171284634760705
992,016186,Rota d'Imagna,920,BERGAMO,302.0,70.0,32.82608695652174,7.608695652173913
993,016247,Costa Serina,904,BERGAMO,210.0,67.0,23.23008849557522,7.411504424778761
994,016248,Algua,659,BERGAMO,141.0,52.0,21.396054628224583,7.890743550834598
995,016249,Cornalba,297,BERGAMO,85.0,21.0,28.61952861952862,7.070707070707071
996,016105,Fornovo San Giovanni,3402,BERGAMO,795.0,175.0,23.368606701940035,5.1440329218107
997,016006,Almenno San Bartolomeo,6353,,,,,
998,016007,Almenno San Salvatore,5660,,,,,
999,016126,Levate,3725,BERGAMO,946.0,296.0,25.395973154362416,7.946308724832215
1000,016171,Pontida,3336,BERGAMO,675.0,189.0,20.23381294964029,5.66546762589928
1001,016172,Pontirolo Nuovo,4974,,,,,
1002,017016,Berzo Demo,1595,,,,,
1003,017017,Berzo Inferiore,2469,BRESCIA,574.0,281.0,23.248278655326043,11.381125961927905
1004,016210,Taleggio,546,BERGAMO,130.0,54.0,23.80952380952381,9.89010989010989
1005,016211,Tavernola Bergamasca,2025,,,,,
1006,016056,Carona,299,BERGAMO,85.0,36.0,28.42809364548495,12.040133779264215
1007,016057,Carvico,4684,,,,,
1008,015042,Calvignasco,1205,,,,,
1009,016173,Pradalunga,4587,BERGAMO,1230.0,372.0,26.81491170699804,8.109875735775017
1010,017006,Angolo Terme,2343,BRESCIA,645.0,244.0,27.528809218950062,10.413999146393513
1011,016230,Vedeseta,192,BERGAMO,65.0,31.0,33.854166666666664,16.145833333333332
1012,016232,Verdellino,7468,BERGAMO,1403.0,441.0,18.786823781467596,5.905195500803428
1013,016233,Verdello,8128,,,,,
1014,016212,Telgate,5020,BERGAMO,1235.0,747.0,24.60159362549801,14.880478087649402
1015,016117,Grassobbio,6517,BERGAMO,1195.0,336.0,18.33665797145926,5.155746509129968
1016,016118,Gromo,1191,BERGAMO,370.0,132.0,31.066330814441645,11.083123425692696
1017,015044,Cambiago,7028,MILANO,1261.0,385.0,17.942515651679,5.47808764940239
1018,015046,Canegrate,12535,,,,,
1019,015050,Carpiano,4128,MILANO,797.0,260.0,19.30717054263566,6.2984496124031
1020,015051,Carugate,15552,,,,,
1021,017007,Artogne,3553,BRESCIA,745.0,293.0,20.96819589079651,8.246552209400507
1022,016220,Treviolo,10771,,,,,
1023,016221,Ubiale Clanezzo,1381,BERGAMO,349.0,96.0,25.271542360608255,6.951484431571325
1024,016142,Mozzanica,4440,BERGAMO,1187.0,302.0,26.734234234234233,6.801801801801802
1025,016143,Mozzo,7375,BERGAMO,2106.0,661.0,28.55593220338983,8.96271186440678
1026,016145,Olmo al Brembo,494,BERGAMO,146.0,54.0,29.554655870445345,10.931174089068826
1027,016119,Grone,876,BERGAMO,221.0,64.0,25.228310502283104,7.30593607305936
1028,016165,Piazzatorre,391,,,,,
1029,016166,Piazzolo,89,BERGAMO,26.0,18.0,29.213483146067414,20.224719101123597
1030,018188,Zerbo,391,,,,,
1031,020047,Quistello,5382,,,,,
1032,017173,San Zeno Naviglio,4704,BRESCIA,1234.0,477.0,26.232993197278912,10.14030612244898
1033,017111,Monte Isola,1686,BRESCIA,554.0,243.0,32.858837485172,14.412811387900355
1034,017112,Monticelli Brusati,4533,BRESCIA,1207.0,411.0,26.626957864548864,9.066843150231636
1035,017193,Vallio Terme,1437,BRESCIA,361.0,112.0,25.12178148921364,7.79401530967293
1036,017124,Ono San Pietro,977,,,,,
1037,012107,Oggiona con Santo Stefano,4300,,,,,
1038,013202,Rovello Porro,6163,COMO,1085.0,448.0,17.605062469576506,7.269187084212234
1039,018145,San Zenone al Po,542,PAVIA,133.0,49.0,24.538745387453876,9.040590405904059
1040,019016,Casalbuttano ed Uniti,3790,,,,,
1041,019017,Casale Cremasco-Vidolasco,1864,CREMONA,429.0,139.0,23.01502145922747,7.457081545064377
1042,017001,Acquafredda,1504,BRESCIA,309.0,99.0,20.545212765957448,6.582446808510638
1043,016008,Alzano Lombardo,13532,BERGAMO,3432.0,1280.0,25.362104640851314,9.459060005911912
1044,016009,Ambivere,2379,BERGAMO,613.0,171.0,25.76712904581757,7.187894073139975
1045,016010,Antegnate,3209,BERGAMO,764.0,174.0,23.808039887815518,5.42224992209411
1046,016011,Arcene,4817,BERGAMO,1131.0,362.0,23.479343990035293,7.515050861532074
1047,016129,Lurano,2864,,,,,
1048,016130,Luzzana,887,BERGAMO,266.0,68.0,29.988726042841037,7.666290868094701
1049,016174,Predore,1850,BERGAMO,679.0,395.0,36.7027027027027,21.35135135135135
1050,016175,Premolo,1098,,,,,
1051,017019,Bione,1339,,,,,
1052,017002,Adro,7195,BRESCIA,1754.0,733.0,24.378040305767893,10.187630298818624
1053,016213,Terno d'Isola,8015,,,,,
1054,016167,Pognano,1589,,,,,
1055,015166,Paderno Dugnano,47380,MILANO,10025.0,4096.0,21.15871675812579,8.644997889404813
1056,015167,Pantigliate,5812,,,,,
1057,015168,Parabiago,28117,MILANO,6211.0,2395.0,22.08983888750578,8.51797844720276
1058,019099,Sospiro,3117,,,,,
1059,016224,Valbrembo,4387,BERGAMO,1014.0,319.0,23.11374515614315,7.271483929792569
1060,016127,Locatello,828,BERGAMO,230.0,61.0,27.77777777777778,7.367149758454106
1061,016128,Lovere,5152,BERGAMO,2048.0,768.0,39.75155279503105,14.906832298136646
1062,016187,Rovetta,4169,BERGAMO,1146.0,335.0,27.488606380426962,8.035500119932838
1063,016168,Ponte Nossa,1772,BERGAMO,611.0,218.0,34.480812641083524,12.302483069977427
1064,016250,Medolago,2374,,,,,
1065,016251,Solza,2021,BERGAMO,327.0,109.0,16.180108857001485,5.393369619000495
1066,016028,Bolgare,6361,BERGAMO,1329.0,361.0,20.892941361421162,5.675208300581669
1067,016029,Boltiere,6172,,,,,
1068,015220,Trezzano sul Naviglio,21062,MILANO,4573.0,1736.0,21.71208812078625,8.242332162187827
1069,015221,Trezzo sull'Adda,12010,,,,,
1070,015222,Tribiano,3602,,,,,
1071,015224,Truccazzano,5804,,,,,
1072,016018,Bagnatica,4358,,,,,
1073,017025,Bovezzo,7512,,,,,
1074,019045,Gabbioneta-Binanuova,877,CREMONA,239.0,88.0,27.25199543899658,10.034207525655644
1075,014064,Tartano,195,SONDRIO,73.0,22.0,37.43589743589744,11.282051282051283
1076,014066,Tirano,8953,SONDRIO,2687.0,1211.0,30.01228638445214,13.526192337763877
1077,014073,Valfurva,2542,SONDRIO,534.0,186.0,21.00708103855232,7.317073170731708
1078,014074,Val Masino,876,,,,,
1079,014075,Verceia,1072,SONDRIO,241.0,77.0,22.48134328358209,7.182835820895522
1080,014076,Vervio,214,,,,,
1081,014022,Civo,1123,SONDRIO,266.0,101.0,23.686553873552985,8.993766696349065
1082,014023,Colorina,1370,SONDRIO,298.0,78.0,21.751824817518248,5.693430656934306
1083,014024,Cosio Valtellino,5445,SONDRIO,1267.0,442.0,23.269054178145087,8.117539026629936
1084,014025,Dazio,457,,,,,
1085,014036,Lanzada,1299,SONDRIO,332.0,113.0,25.558121632024633,8.698999230177058
1086,014038,Lovero,631,,,,,
1087,014039,Mantello,737,SONDRIO,164.0,59.0,22.25237449118046,8.005427408412483
1088,014077,Villa di Chiavenna,962,SONDRIO,202.0,67.0,20.997920997920996,6.964656964656965
1089,014037,Livigno,6757,SONDRIO,654.0,177.0,9.67885156134379,2.6195056977948794
1090,018099,Monticelli Pavese,680,PAVIA,113.0,48.0,16.61764705882353,7.0588235294117645
1091,018100,Montù Beccaria,1645,PAVIA,361.0,156.0,21.945288753799392,9.483282674772036
1092,018181,Vistarino,1537,PAVIA,311.0,144.0,20.234222511385816,9.36890045543266
1093,018182,Voghera,39006,PAVIA,9624.0,4470.0,24.673127211198278,11.459775419166283
1094,018183,Volpara,120,,,,,
1095,014040,Mazzo di Valtellina,998,SONDRIO,270.0,100.0,27.054108216432866,10.02004008016032
1096,014041,Mello,941,SONDRIO,160.0,54.0,17.00318809776833,5.738575982996812
1097,018186,Zeme,985,PAVIA,250.0,116.0,25.380710659898476,11.776649746192893
1098,018187,Zenevredo,474,PAVIA,105.0,53.0,22.151898734177216,11.181434599156118
1099,020035,Moglia,5367,MANTOVA,1146.0,449.0,21.3527110117384,8.365940003726477
1100,020036,Monzambano,4938,,,,,
1101,017172,San Gervasio Bresciano,2634,BRESCIA,464.0,162.0,17.615793470007592,6.150341685649202
1102,018040,Castelnovetto,531,PAVIA,127.0,51.0,23.91713747645951,9.6045197740113
1103,018041,Cava Manara,6698,PAVIA,2139.0,935.0,31.93490594207226,13.959390862944163
1104,018024,Broni,9421,PAVIA,2361.0,1112.0,25.06103386052436,11.803417896189364
1105,017161,Rezzato,13291,BRESCIA,3487.0,1364.0,26.235798660747875,10.262583703257844
1106,017162,Roccafranca,4785,,,,,
1107,017182,Sulzano,1944,,,,,
1108,018042,Cecima,226,PAVIA,76.0,27.0,33.6283185840708,11.946902654867257
1109,018043,Ceranova,2233,,,,,
1110,018026,Campospinoso,1078,,,,,
1111,018027,Candia Lomellina,1501,PAVIA,344.0,137.0,22.918054630246502,9.127248500999334
1112,020015,Castel Goffredo,12513,MANTOVA,2259.0,771.0,18.053224646367777,6.161591944377847
1113,020068,Villimpenta,2136,,,,,
1114,020070,Volta Mantovana,7270,MANTOVA,1549.0,778.0,21.306740027510315,10.701513067400276
1115,020058,San Giovanni del Dosso,1229,MANTOVA,238.0,90.0,19.3653376729048,7.323026851098454
1116,020059,San Martino dall'Argine,1672,,,,,
1117,020060,Schivenoglia,1127,,,,,
1118,016019,Barbata,689,,,,,
1119,016020,Bariano,4193,BERGAMO,1052.0,315.0,25.089434772239446,7.512520868113523
1120,016074,Cisano Bergamasco,6261,,,,,
1121,015158,Noviglio,4504,MILANO,948.0,312.0,21.04795737122558,6.927175843694494
1122,015159,Opera,13963,,,,,
1123,015164,Ossona,4290,MILANO,907.0,366.0,21.14219114219114,8.531468531468532
1124,015165,Ozzero,1424,MILANO,343.0,127.0,24.087078651685392,8.918539325842696
1125,016086,Costa Volpino,9108,BERGAMO,2971.0,995.0,32.61967501097936,10.924462011418534
1126,016087,Covo,4100,BERGAMO,1053.0,275.0,25.682926829268293,6.7073170731707314
1127,016088,Credaro,3545,BERGAMO,852.0,492.0,24.033850493653034,13.8787023977433
1128,016040,Brignano Gera d'Adda,6055,,,,,
1129,016041,Brumano,113,BERGAMO,31.0,5.0,27.43362831858407,4.424778761061947
1130,016077,Clusone,8610,BERGAMO,2759.0,918.0,32.044134727061554,10.662020905923345
1131,016075,Ciserano,5442,BERGAMO,998.0,269.0,18.338846012495406,4.943035648658581
1132,016076,Cividate al Piano,5088,BERGAMO,1604.0,1059.0,31.5251572327044,20.81367924528302
1133,015081,Cologno Monzese,47000,MILANO,10196.0,3775.0,21.693617021276594,8.03191489361702
1134,016004,Albino,17768,,,,,
1135,016005,Almè,5533,,,,,
1136,015105,Garbagnate Milanese,27080,MILANO,6193.0,2323.0,22.86927621861152,8.578286558345642
1137,015106,Gessate,8677,,,,,
1138,015108,Gorgonzola,20524,,,,,
1139,015110,Grezzago,3045,,,,,
1140,015112,Gudo Visconti,1602,MILANO,347.0,116.0,21.660424469413233,7.240948813982522
1141,016078,Colere,1124,,,,,
1142,015139,Mediglia,11980,MILANO,2592.0,955.0,21.636060100166944,7.971619365609349
1143,015140,Melegnano,18266,MILANO,4577.0,2236.0,25.05748384977554,12.241322676010073
1144,015082,Colturano,2024,MILANO,373.0,116.0,18.42885375494071,5.7312252964426875
1145,015085,Corbetta,18463,MILANO,4075.0,1475.0,22.071169365758543,7.988950874722418
1146,015183,Robecchetto con Induno,4823,MILANO,909.0,297.0,18.847190545303754,6.157992950445781
1147,015200,Santo Stefano Ticino,5006,MILANO,1017.0,348.0,20.315621254494605,6.951658010387535
1148,015201,San Vittore Olona,8261,,,,,
1149,015202,San Zenone al Lambro,4399,,,,,
1150,015204,Sedriano,12355,,,,,
1151,016030,Bonate Sopra,9984,,,,,
1152,016031,Bonate Sotto,6630,BERGAMO,1346.0,434.0,20.301659125188536,6.546003016591252
1153,016032,Borgo di Terzo,1151,,,,,
1154,015236,Vernate,3292,MILANO,747.0,235.0,22.691373025516402,7.138517618469016
1155,016042,Brusaporto,5583,BERGAMO,1237.0,327.0,22.15654665950206,5.857066093498119
1156,016043,Calcinate,5958,BERGAMO,1362.0,296.0,22.860020140986908,4.968110104061766
1157,016023,Berbenno,2468,BERGAMO,771.0,191.0,31.239870340356564,7.7390599675850895
1158,016025,Berzo San Fermo,1399,BERGAMO,333.0,86.0,23.802716225875624,6.147248034310222
1159,016094,Entratico,2005,BERGAMO,513.0,138.0,25.586034912718205,6.882793017456359
1160,016096,Fara Gera d'Adda,7904,BERGAMO,1830.0,525.0,23.152834008097166,6.642206477732794
1161,016121,Isola di Fondra,172,,,,,
1162,016122,Isso,642,,,,,
1163,016123,Lallio,4126,BERGAMO,1069.0,330.0,25.90887057682986,7.998061076102763
1164,015055,Casarile,4010,MILANO,799.0,291.0,19.925187032418954,7.256857855361596
1165,015058,Casorezzo,5426,MILANO,1106.0,411.0,20.383339476594177,7.574640619240693
1166,015059,Cassano d'Adda,18762,MILANO,4955.0,1490.0,26.409764417439504,7.941584052872828
1167,020066,Viadana,19713,MANTOVA,3754.0,1600.0,19.043270937959722,8.116471364074469
1168,014058,San Giacomo Filippo,351,SONDRIO,83.0,26.0,23.646723646723647,7.407407407407407
1169,014059,Sernio,487,SONDRIO,148.0,56.0,30.390143737166323,11.498973305954825
1170,014014,Castello dell'Acqua,613,SONDRIO,142.0,62.0,23.164763458401303,10.114192495921696
1171,014015,Castione Andevenno,1567,SONDRIO,345.0,138.0,22.016592214422463,8.806636885768985
1172,014030,Fusine,560,SONDRIO,152.0,47.0,27.142857142857142,8.392857142857142
1173,014031,Gerola Alta,157,SONDRIO,53.0,13.0,33.75796178343949,8.280254777070065
1174,019002,Agnadello,3885,CREMONA,771.0,272.0,19.845559845559844,7.001287001287001
1175,020003,Bagnolo San Vito,5744,MANTOVA,1352.0,503.0,23.537604456824514,8.756963788300835
1176,018114,Pieve Porto Morone,2634,,,,,
1177,019056,Malagnino,1712,CREMONA,504.0,200.0,29.439252336448597,11.682242990654206
1178,019057,Martignana di Po,2066,,,,,
1179,019104,Ticengo,418,CREMONA,96.0,44.0,22.966507177033492,10.526315789473685
1180,019105,Torlino Vimercati,471,,,,,
1181,019106,Tornata,454,,,,,
1182,019100,Spinadesco,1474,,,,,
1183,019101,Spineda,610,CREMONA,138.0,58.0,22.62295081967213,9.508196721311476
1184,019102,Spino d'Adda,6841,,,,,
1185,019103,Stagno Lombardo,1495,CREMONA,473.0,196.0,31.638795986622075,13.110367892976589
1186,018117,Ponte Nizza,781,PAVIA,256.0,110.0,32.778489116517285,14.084507042253522
1187,018118,Portalbera,1474,PAVIA,286.0,136.0,19.402985074626866,9.226594301221168
1188,018119,Rea,408,,,,,
1189,019060,Moscazzano,747,,,,,
1190,019061,Motta Baluffi,833,,,,,
1191,019062,Offanengo,5988,CREMONA,1616.0,585.0,26.9873079492318,9.769539078156313
1192,019097,Soncino,7566,CREMONA,2810.0,1308.0,37.13983610890828,17.287866772402854
1193,019032,Corte de' Cortesi con Cignone,1075,CREMONA,234.0,85.0,21.767441860465116,7.906976744186046
1194,020030,Mantova,48835,MANTOVA,13504.0,6055.0,27.652298556363263,12.398894235691614
1195,016153,Osio Sotto,12560,,,,,
1196,016132,Mapello,6876,BERGAMO,1583.0,447.0,23.022105875509016,6.50087260034904
1197,016133,Martinengo,10653,,,,,
1198,016147,Oltressenda Alta,145,BERGAMO,50.0,16.0,34.48275862068966,11.03448275862069
1199,016146,Oltre il Colle,994,BERGAMO,264.0,102.0,26.559356136820927,10.261569416498993
1200,016148,Oneta,582,,,,,
1201,018112,Pieve Albignola,865,PAVIA,217.0,93.0,25.08670520231214,10.751445086705202
1202,018155,Torrazza Coste,1605,PAVIA,363.0,171.0,22.61682242990654,10.654205607476635
1203,016201,Songavazzo,710,BERGAMO,214.0,58.0,30.140845070422536,8.169014084507042
1204,016202,Sorisole,9074,,,,,
1205,018166,Val di Nizza,590,PAVIA,182.0,53.0,30.847457627118644,8.983050847457626
1206,018167,Valeggio,209,PAVIA,56.0,40.0,26.794258373205743,19.138755980861244
1207,019044,Formigara,1037,CREMONA,270.0,102.0,26.036644165863066,9.836065573770492
1208,018133,San Cipriano Po,482,PAVIA,70.0,39.0,14.522821576763485,8.091286307053942
1209,018134,San Damiano al Colle,640,PAVIA,157.0,60.0,24.53125,9.375
1210,018156,Torre Beretti e Castellaro,544,PAVIA,63.0,19.0,11.580882352941176,3.4926470588235294
1211,018157,Torre d'Arese,929,PAVIA,126.0,59.0,13.562970936490851,6.3509149623250805
1212,018158,Torre de' Negri,316,PAVIA,82.0,44.0,25.949367088607595,13.924050632911392
1213,016199,Serina,2043,,,,,
1214,016016,Azzano San Paolo,7560,BERGAMO,1955.0,681.0,25.85978835978836,9.007936507936508
1215,015022,Besate,2046,MILANO,446.0,156.0,21.79863147605083,7.624633431085044
1216,015024,Binasco,7169,MILANO,2158.0,963.0,30.10182731203794,13.432835820895523
1217,015026,Boffalora sopra Ticino,4105,,,,,
1218,014016,Cedrasco,427,SONDRIO,130.0,48.0,30.44496487119438,11.241217798594848
1219,014017,Cercino,791,SONDRIO,171.0,53.0,21.61820480404551,6.700379266750948
1220,014018,Chiavenna,7293,SONDRIO,2086.0,845.0,28.60276977924037,11.58645276292335
1221,018093,Miradolo Terme,3761,,,,,
1222,018106,Ottobiano,1087,PAVIA,286.0,127.0,26.310947562097518,11.683532658693652
1223,018107,Palestro,1843,PAVIA,316.0,123.0,17.145957677699403,6.673901247965274
1224,018108,Pancarana,308,PAVIA,80.0,30.0,25.974025974025974,9.74025974025974
1225,018109,Parona,1912,PAVIA,445.0,165.0,23.274058577405857,8.629707112970712
1226,018081,Linarolo,2805,PAVIA,697.0,347.0,24.848484848484848,12.370766488413548
1227,018082,Lirio,124,,,,,
1228,018083,Lomello,2099,PAVIA,491.0,198.0,23.392091472129586,9.433063363506431
1229,018084,Lungavilla,2436,,,,,
1230,016080,Colzate,1652,BERGAMO,393.0,131.0,23.789346246973366,7.929782082324455
1231,016081,Comun Nuovo,4388,BERGAMO,982.0,304.0,22.379216043755697,6.927985414767548
1232,015151,Motta Visconti,8010,MILANO,1974.0,700.0,24.644194756554306,8.739076154806492
1233,016024,Bergamo,120783,BERGAMO,35865.0,14599.0,29.69374829239214,12.086965880960069
1234,015210,Settala,7369,,,,,
1235,015211,Settimo Milanese,19814,,,,,
1236,015213,Solaro,13990,,,,,
1237,015219,Trezzano Rosa,5186,,,,,
1238,016064,Castione della Presolana,3379,BERGAMO,962.0,298.0,28.46996152707902,8.819177271382065
1239,016066,Cavernago,2620,BERGAMO,556.0,119.0,21.221374045801525,4.541984732824427
1240,015154,Nerviano,16970,,,,,
1241,015155,Nosate,645,MILANO,141.0,52.0,21.86046511627907,8.062015503875969
1242,015157,Novate Milanese,20137,MILANO,5033.0,2184.0,24.993792521229576,10.845706907682375
1243,017029,Brescia,196340,BRESCIA,57856.0,25031.0,29.467250687582766,12.748803096669043
1244,012080,Gornate Olona,2166,VARESE,399.0,153.0,18.42105263157895,7.06371191135734
1245,012104,Monvalle,1909,,,,,
1246,020041,Piubega,1710,MANTOVA,347.0,103.0,20.292397660818715,6.023391812865497
1247,020018,Cavriana,3774,MANTOVA,761.0,298.0,20.164281928987812,7.8961314255431905
1248,014003,Andalo Valtellino,587,SONDRIO,133.0,38.0,22.657580919931856,6.473594548551959
1249,014004,Aprica,1543,,,,,
1250,014005,Ardenno,3251,,,,,
1251,014006,Bema,116,,,,,
1252,020048,Redondesco,1239,MANTOVA,320.0,108.0,25.8272800645682,8.716707021791768
1253,014055,Rasura,289,,,,,
1254,014010,Buglio in Monte,1986,SONDRIO,454.0,123.0,22.860020140986908,6.193353474320242
1255,014011,Caiolo,1083,SONDRIO,251.0,100.0,23.176361957525394,9.233610341643583
1256,014026,Delebio,3322,SONDRIO,796.0,315.0,23.961468994581576,9.482239614689945
1257,014027,Dubino,3642,SONDRIO,789.0,437.0,21.663920922570018,11.99890170236134
1258,014028,Faedo Valtellino,553,SONDRIO,113.0,41.0,20.43399638336347,7.414104882459313
1259,014029,Forcola,797,,,,,
1260,015012,Bareggio,17161,MILANO,4288.0,1516.0,24.98688887593963,8.833984033564478
1261,015014,Basiano,3667,,,,,
1262,015015,Basiglio,7949,,,,,
1263,015016,Bellinzago Lombardo,3837,MILANO,943.0,289.0,24.576492051081573,7.531925983841543
